,CID
0,1045
1,2117
2,2118
3,2119
4,2120
5,2121
6,6812
7,6813
8,6814
9,6815
10,6816
11,6817
12,6818
13,6819
14,6955
15,7286
16,7287
17,7288
18,7289
19,7290
20,7291
21,7304
22,7305
23,7306
24,7307
25,7573
26,7574
27,7575
28,7576
29,7577
30,7578
31,7579
32,7833
33,7834
34,7835
35,7836
36,8448
37,8449
38,8450
39,8451
40,8453
41,8454
42,8455
43,8456
44,8457
45,8458
46,8632
47,8633
48,9794
49,9795
50,9796
51,9797
52,9798
53,9878
54,9903
55,9967
56,9968
57,9969
58,9970
59,9971
60,9972
61,9973
62,9974
63,9975
64,9976
65,9977
66,9978
67,9982
68,16675
69,16676
70,16843
71,16845
72,16846
73,16847
74,16848
75,16849
76,16850
77,16851
78,16852
79,16853
80,16854
81,16855
82,16856
83,16862
84,16863
85,16864
86,16865
87,16866
88,16867
89,16868
90,16875
91,16876
92,16877
93,19834
94,23550
95,23551
96,23552
97,23553
98,23554
99,23555
100,23556
101,23557
102,23558
103,23559
104,23560
105,23561
106,23562
107,23563
108,23565
109,23567
110,23568
111,23569
112,23570
113,23571
114,23572
115,23573
116,23574
117,30387
118,30389
119,30390
120,30391
121,30530
122,30595
123,30597
124,30621
125,38223
126,38224
127,45670
128,45671
129,45673
130,45674
131,45697
132,52673
133,52674
134,52675
135,52676
136,52688
137,52689
138,52690
139,52691
140,52693
141,52694
142,52695
143,52703
144,52704
145,52847
146,52960
147,52965
148,52981
149,55584
150,59195
151,59197
152,59296
153,59297
154,59298
155,59299
156,59300
157,59337
158,59407
159,59408
160,59409
161,59410
162,59411
163,59413
164,59414
165,59415
166,59416
167,59432
