,CID
0,5680
1,6826
2,6827
3,8474
4,10056
5,10057
6,10058
7,10060
8,10061
9,10062
10,10063
11,10064
12,10065
13,10628
14,11188
15,11256
16,11387
17,11401
18,11753
19,16908
20,16909
21,16989
22,16990
23,17099
24,17100
25,17101
26,17113
27,17599
28,17600
29,17601
30,17602
31,17603
32,17604
33,17785
34,17786
35,17787
36,18377
37,18378
38,18379
39,18380
40,18381
41,18382
42,18383
43,18855
44,19050
45,19348
46,19349
47,19350
48,23593
49,23594
50,23596
51,23597
52,23598
53,23599
54,23600
55,23601
56,23759
57,23760
58,23761
59,23762
60,23763
61,23765
62,23770
63,23771
64,23772
65,25008
66,25009
67,25010
68,25011
69,25012
70,25013
71,25014
72,25015
73,25016
74,25302
75,25685
76,25686
77,25687
78,25688
79,25689
80,29613
81,29614
82,29615
83,29739
84,29740
85,29741
86,29743
87,30769
88,30770
89,31946
90,31947
91,31949
92,31950
93,31951
94,31952
95,32326
96,32829
97,32830
98,37336
99,37343
100,37344
101,37345
102,37346
103,37347
104,37348
105,37350
106,37660
107,37663
108,37669
109,38416
110,38417
111,38418
112,38419
113,38420
114,38421
115,38422
116,38424
117,38425
118,38426
119,38553
120,38554
121,39283
122,39284
123,39285
124,39286
125,39294
126,39295
127,39296
128,39907
129,40207
130,40402
131,40625
132,46016
133,46021
134,46022
135,46023
136,46024
137,46025
138,46026
139,46031
140,46032
141,46052
142,46054
143,46862
144,46863
145,47317
146,47391
147,47392
148,47393
149,47394
150,47551
151,47558
152,47892
153,47893
154,48426
155,53296
156,53822
157,54258
158,54259
159,54260
160,54262
161,54263
162,54264
163,54265
164,54269
165,54270
166,54271
167,54438
168,54439
169,54440
170,54441
171,54442
172,54443
173,54821
174,54847
175,55349
176,58903
177,58904
178,58905
179,58908
180,59523
181,59610
182,60287
183,60288
184,60289
185,60291
186,60292
187,60680
188,60682
189,60841
190,60847
191,61608
