,customer,weight,round,length
0,"[100, 33, 130, 48, 144, 14, 109]","[6, 1, 1, 1, 2, 3, 1]",0,3229.163255096
1,"[121, 91, 16, 92, 3, 2, 84, 120, 37]","[2, 2, 3, 3, 1, 1, 1, 1, 1]",0,2769.7070607793
2,"[133, 125, 62, 51, 65, 127, 126, 85, 64, 90, 86, 19]","[1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1]",0,3856.3482829716004
3,"[89, 88, 80, 78, 47, 12, 67, 57, 20, 17]","[1, 1, 2, 1, 2, 1, 4, 1, 1, 1]",0,3654.168079995
4,"[29, 30, 140, 10, 135, 7, 105, 40, 38, 118, 13]","[1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1]",0,5023.555823725
5,[],[],1,0.0
6,"[8, 5, 139, 111, 110, 142, 41, 136, 137]","[1, 1, 1, 1, 2, 1, 1, 1, 1]",1,4011.6080267729994
7,[],[],1,0.0
8,[],[],1,0.0
9,[],[],1,0.0
