,customer,weight,round,length
0,"[121, 13, 12, 50, 51, 141, 81, 93, 94]","[3, 3, 1, 1, 2, 2, 1, 1, 1]",0,7727.292143448
1,"[1, 111, 15, 11, 107, 106, 89, 49, 105, 17, 137]","[1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 1]",0,8257.478681874998
2,"[108, 62, 55, 82, 102, 122, 52, 54, 35, 53]","[1, 1, 1, 2, 1, 5, 1, 1, 1, 1]",0,8889.824178761
3,"[57, 56, 31, 79, 66, 132, 88, 133, 130, 134, 120]","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,8276.6922851722
4,"[149, 116, 144, 143, 75, 29, 77, 7, 26, 27, 95]","[2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2]",1,13187.053553887
5,[60],[15],1,4124.18169072
6,"[24, 60, 72]","[10, 4, 1]",1,10535.6058979
7,[24],[15],1,3194.36313284
8,"[3, 37, 4, 64, 100, 101, 124, 123, 18, 60]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 6]",2,22785.114667134
9,"[5, 9, 84, 70, 96]","[1, 1, 1, 1, 1]",2,12055.312002488
10,[],[],2,0.0
11,[],[],2,0.0
