,customer,weight,round,length
0,"[65, 3, 97, 98, 119, 67, 118, 117, 68, 120, 105]","[3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,3626.348435022
1,"[113, 17, 176, 175, 58, 59, 125, 123, 192]","[2, 1, 1, 2, 3, 2, 1, 1, 2]",0,4222.618647786
2,"[0, 1, 2, 139, 138, 181, 144, 146, 142, 18, 19, 129]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1]",0,3529.1496014662002
3,"[114, 115, 183, 145, 182, 191, 110, 109, 108, 124]","[1, 2, 1, 2, 2, 3, 1, 1, 1, 1]",1,4845.105979335702
4,"[52, 14, 141, 12, 11, 168, 10, 169, 131, 38, 171]","[2, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1]",1,15660.028990855
5,"[100, 101, 54, 107, 133, 6, 78, 13, 16, 187, 186]","[1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1]",1,24716.239297585005
6,"[27, 28, 46, 189, 60, 121, 76, 188]","[2, 2, 1, 2, 1, 2, 3, 2]",2,13047.237217696998
7,"[23, 55, 185, 90, 91, 92, 89, 174]","[1, 2, 2, 2, 1, 3, 1, 3]",2,23327.5977931224
8,"[50, 51, 80, 103, 153, 152, 151, 150, 72, 134]","[2, 2, 1, 1, 1, 1, 2, 1, 1, 3]",2,13682.0365329967
9,[],[],3,0.0
10,"[102, 164, 163, 157, 71, 37, 111, 160, 61]","[1, 1, 2, 1, 2, 1, 2, 1, 1]",3,16286.357220213
11,"[49, 86, 84, 79, 148, 122, 149, 155, 147, 154, 87]","[3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]",3,13497.152248832
