,CID
0,2004
1,2005
2,2007
3,2008
4,2009
5,3544
6,3545
7,4051
8,4053
9,4055
10,4057
11,4060
12,4061
13,4062
14,8413
15,9737
16,9949
17,9950
18,9951
19,9952
20,9953
21,9954
22,12187
23,16416
24,16417
25,17508
26,17509
27,17510
28,17511
29,17512
30,17513
31,17514
32,17515
33,17516
34,17517
35,17518
36,18440
37,23261
38,23262
39,23263
40,23264
41,23265
42,23266
43,23267
44,23268
45,23269
46,23510
47,23511
48,23512
49,23513
50,23514
51,23535
52,23959
53,24273
54,24274
55,24275
56,24276
57,24277
58,24278
59,24279
60,24280
61,24281
62,30575
63,31690
64,39195
65,39196
66,39197
67,39198
68,46603
69,46604
70,46605
71,46606
72,46610
73,46611
74,47594
75,48400
76,52603
77,52604
78,52605
79,53642
80,53643
81,53645
82,55253
83,59651
84,59652
85,60032
86,61821
