,customer,weight,round,length
0,"[41, 14, 5, 4, 21, 6]","[1, 1, 1, 1, 1, 10]",0,2957.1343341731
1,"[11, 19, 10, 20, 55, 16, 25, 17, 18, 27, 34, 51]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",0,5486.056124346
2,[6],[15],0,221.10299396
3,"[44, 45, 46, 52, 9, 2, 3, 54, 47, 43, 13, 15]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1]",0,4817.055991037999
4,[6],[15],1,221.10299396
5,"[6, 24]","[2, 13]",1,1435.693510687
6,"[0, 6]","[10, 5]",1,857.1506604880001
7,[0],[15],1,636.047666528
8,[23],[15],2,3595.16342082
9,[24],[14],2,1435.693510688
10,"[7, 23, 42]","[2, 8, 3]",2,3681.81625114
11,[],[],2,0.0
