,BID
0,12927
1,12991
2,12999
3,13027
4,13069
5,13077
6,13149
7,13158
8,13186
9,13216
10,13304
11,13319
12,13348
13,13386
14,13400
15,13415
16,13426
17,13439
18,13441
19,13442
20,13452
21,13459
22,13466
23,13503
24,13508
25,13516
26,13517
27,13545
28,13571
29,13572
30,13597
31,13600
32,13617
33,13626
34,13639
35,13657
36,13661
37,13664
38,13682
39,13692
40,13699
41,13709
42,13714
43,13726
44,13742
45,13744
46,13754
47,13771
48,13775
49,13787
50,13807
51,13812
52,13834
53,13845
54,13859
55,13860
56,13876
57,13898
58,13904
59,13909
60,13922
61,13934
62,13936
63,13955
64,13966
65,13967
66,13980
67,13981
68,14012
69,14019
70,14042
71,14055
72,14071
73,14083
74,14085
75,14096
76,14098
77,14122
78,14123
79,14127
80,14130
81,14134
82,14139
83,14149
84,14150
85,14204
86,14227
87,14238
88,14240
89,14247
90,14294
91,14300
92,14306
93,14312
94,14353
95,14356
96,14360
97,14367
98,14375
99,14412
100,14417
101,14427
102,14428
103,14458
104,14464
105,14465
106,14510
107,14527
108,14540
109,14558
110,14563
111,14577
112,14586
113,14594
114,14605
115,14611
116,14630
117,14638
118,14653
119,14657
120,14679
121,14681
122,14683
123,14690
124,14703
125,14704
126,14716
127,14731
128,14740
129,14745
130,14748
131,14758
132,14772
133,14796
134,14815
135,14819
136,14868
137,14869
138,14914
139,14956
140,15063
141,15213
142,15230
143,15247
144,15253
145,15270
146,15283
147,15312
148,15319
149,15380
150,15394
151,15400
152,15427
153,15471
154,15472
155,15506
156,15510
157,15529
158,15542
159,15545
160,15557
161,15562
162,15568
163,15612
164,15636
165,15655
166,15665
167,15673
168,15676
169,15684
170,15689
171,15707
172,15745
173,15750
174,15770
175,15793
176,15805
177,15834
178,15839
179,15841
180,15842
181,15843
182,15844
183,15852
184,15887
185,16677
186,16680
187,16772
188,16824
189,16862
190,17023
191,17268
192,17295
