,CID
0,935
1,936
2,937
3,938
4,939
5,1748
6,1749
7,1750
8,1751
9,1752
10,2122
11,2123
12,10068
13,10069
14,10070
15,10071
16,10072
17,10073
18,10074
19,10075
20,10335
21,10336
22,10344
23,10345
24,10346
25,10350
26,10351
27,10352
28,10353
29,10354
30,10355
31,10641
32,10777
33,12013
34,12184
35,12188
36,16999
37,17000
38,17001
39,17002
40,17003
41,17206
42,17207
43,17208
44,17209
45,17210
46,17211
47,17212
48,17213
49,17223
50,17224
51,17225
52,17295
53,17296
54,17297
55,17298
56,17299
57,17300
58,17709
59,17711
60,17712
61,17713
62,17714
63,19331
64,19332
65,19333
66,19355
67,19356
68,19694
69,23775
70,23776
71,23777
72,23778
73,23779
74,23780
75,23781
76,23782
77,23783
78,23784
79,23786
80,23787
81,23885
82,24006
83,24007
84,24008
85,24009
86,24010
87,24458
88,26078
89,26079
90,26090
91,26149
92,26155
93,26156
94,26157
95,26158
96,26423
97,26424
98,30778
99,30883
100,30884
101,31054
102,31055
103,31430
104,31431
105,33056
106,33057
107,33058
108,33080
109,33318
110,33344
111,33345
112,33715
113,38428
114,38751
115,38878
116,38879
117,38880
118,38881
119,38882
120,38883
121,38884
122,38885
123,39380
124,39381
125,39382
126,39383
127,40519
128,40662
129,40938
130,46223
131,46224
132,46225
133,48348
134,48693
135,53097
136,53098
137,53099
138,53101
139,53102
140,53103
141,53104
142,53105
143,53106
144,53108
145,53119
146,53120
147,53122
148,53125
149,53126
150,53127
151,53128
152,53129
153,53130
154,53137
155,53138
156,53139
157,53140
158,53141
159,53142
160,53388
161,53389
162,53392
163,53393
164,53394
165,53395
166,53396
167,53805
168,55049
169,55050
170,55051
171,55052
172,55294
173,55321
174,55547
175,55548
176,55549
177,55566
178,59530
179,59531
180,59532
181,59533
182,59709
183,59710
184,59711
185,59712
186,59723
187,59724
188,59725
189,59729
190,59730
191,61122
192,61417
193,61418
194,61419
195,61560
196,61822
