,customer,weight,round,length
0,"[64, 7, 8, 63, 115, 65, 11, 44, 79, 100, 21, 94, 93]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3]",0,8231.049941924
1,"[1, 4, 124, 109, 86, 87, 48, 5, 114, 71, 66, 30, 14]","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,10602.96263689
2,"[47, 46, 24, 23, 22, 54, 106, 121, 123, 122, 105, 51]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]",0,6914.185835275699
3,"[59, 57, 145, 6, 143, 142, 148, 42, 43, 61, 60, 130, 31]","[1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,6777.758927993401
4,"[41, 13, 12, 16, 36, 103, 117, 40, 91, 92, 75]","[1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1]",0,3504.8907274096005
5,[],[],1,0.0
6,[],[],1,0.0
7,[121],[1],1,5996.70771698
8,[],[],1,0.0
9,[],[],1,0.0
