,customer,weight,round,length
0,"[69, 8, 98]","[6, 3, 6]",0,3173.771982868
1,[69],[15],0,742.495879244
2,"[44, 72, 110, 109, 51, 25, 81]","[6, 1, 2, 2, 2, 1, 1]",0,7657.0676730390005
3,[44],[15],0,1316.610209248
4,[98],[15],0,755.306449532
5,"[28, 120, 96, 115, 93, 65, 95, 66]","[2, 1, 2, 1, 2, 1, 1, 2]",1,6796.343312839
6,[],[],1,0.0
7,"[71, 73, 76, 107, 74, 10, 70, 90, 112, 111]","[2, 1, 1, 1, 1, 1, 1, 2, 1, 1]",1,5914.803320501001
8,"[123, 92, 122, 19, 59, 21, 60, 24]","[2, 2, 2, 2, 1, 1, 1, 1]",1,11206.085865977
9,[],[],1,0.0
