,CID
0,3411
1,3412
2,3413
3,3414
4,3617
5,3618
6,3619
7,3620
8,3621
9,3622
10,3623
11,3636
12,3637
13,3693
14,3694
15,3695
16,3697
17,3698
18,3708
19,3947
20,3956
21,4098
22,4099
23,4100
24,4186
25,4187
26,4188
27,4192
28,4193
29,9931
30,9932
31,9941
32,9942
33,9943
34,9944
35,9945
36,9946
37,9947
38,9948
39,9955
40,10249
41,12004
42,12005
43,16785
44,16786
45,16787
46,16797
47,16798
48,16799
49,16800
50,16801
51,16802
52,16803
53,16804
54,16805
55,16806
56,23515
57,23516
58,23517
59,23518
60,23523
61,23524
62,23531
63,23532
64,23533
65,23534
66,26412
67,30566
68,30567
69,30568
70,30569
71,30571
72,30572
73,30573
74,30574
75,33043
76,38291
77,38292
78,38293
79,38294
80,38295
81,38296
82,38298
83,38299
84,38300
85,38301
86,39194
87,39940
88,45645
89,45646
90,45647
91,45648
92,45649
93,45653
94,45654
95,47592
96,52889
97,52890
98,52891
99,53352
100,59361
101,59364
102,59375
