,CID
0,3782
1,3783
2,3784
3,3785
4,3786
5,3787
6,3791
7,4077
8,4078
9,4079
10,4080
11,4081
12,4082
13,4083
14,4087
15,5852
16,5853
17,5854
18,5855
19,5874
20,9382
21,9384
22,11473
23,11609
24,12179
25,18462
26,18463
27,18521
28,18522
29,18553
30,18554
31,18555
32,18556
33,18813
34,19594
35,25383
36,25384
37,25456
38,25458
39,25459
40,25462
41,26072
42,32428
43,32555
44,32556
45,32557
46,32558
47,32559
48,32560
49,32561
50,32641
51,32642
52,32674
53,32676
54,33267
55,33315
56,33316
57,33317
58,39900
59,39901
60,39902
61,39947
62,39948
63,39949
64,39951
65,39953
66,39954
67,39955
68,40077
69,47608
70,47609
71,47610
72,47611
73,47612
74,47613
75,47614
76,47615
77,47616
78,47683
79,47684
80,47685
81,47686
82,47689
83,47690
84,47691
85,47692
86,47693
87,47731
88,47744
89,47745
90,47748
91,47749
92,54508
93,54510
94,54511
95,54512
96,54513
97,54514
98,54530
99,54531
100,54532
101,54533
102,54605
103,54606
104,54607
105,54608
106,55242
107,55291
108,55292
109,58779
110,58780
111,58782
112,58783
113,58788
114,58798
115,60895
116,60897
117,61028
118,61034
119,61554
