,BID
0,22923
1,22956
2,23087
3,23119
4,23183
5,23273
6,23398
7,23421
8,23434
9,23458
10,23470
11,23531
12,23577
13,23613
14,23625
15,23630
16,23631
17,23656
18,23669
19,23687
20,23697
21,23711
22,23713
23,23722
24,23759
25,23786
26,23803
27,23805
28,23809
29,23844
30,23865
31,23882
32,23939
33,23946
34,23955
35,23996
36,24031
37,24035
38,24052
39,24089
40,24094
41,24097
42,24102
43,24123
44,24136
45,24150
46,24197
47,24223
48,24236
49,24243
50,24254
51,24255
52,24270
53,24284
54,24291
55,24297
56,24327
57,24329
58,24338
59,24340
60,24350
61,24370
62,24377
63,24379
64,24385
65,24390
66,24409
67,24416
68,24423
69,24448
70,24455
71,24458
72,24466
73,24478
74,24481
75,24499
76,24502
77,24511
78,24521
79,24526
80,24548
81,24563
82,24579
83,24582
84,24629
85,24632
86,24658
87,24661
88,24681
89,24688
90,24746
91,24747
92,24771
93,24815
94,24835
95,24856
96,24861
97,24872
98,24881
99,24884
100,24893
101,24922
102,24935
103,24938
104,24939
105,24978
106,24996
107,25002
108,25011
109,25080
110,25122
111,25161
112,25162
113,25174
114,25192
115,25193
116,25247
117,25256
118,25301
119,25347
120,25383
121,25386
122,25396
123,25435
124,25447
125,25449
126,25472
127,25507
128,25523
129,25562
130,25637
131,25648
132,25655
133,25668
134,25675
135,25687
136,25695
137,25714
138,25742
139,25743
140,25774
141,25790
142,25797
143,25880
144,25888
145,25890
146,25924
147,25926
148,25930
149,25944
150,25997
151,26005
152,26022
153,26024
154,26078
155,26120
156,26129
157,26130
158,26136
159,26143
160,26156
161,26310
162,26424
163,26508
164,26546
165,27067
166,27262
167,27291
