,BID
0,20307
1,20362
2,20417
3,20465
4,20468
5,20529
6,20571
7,20626
8,20677
9,20731
10,20744
11,20752
12,20793
13,20807
14,20819
15,20827
16,20843
17,20845
18,20860
19,20885
20,20895
21,20905
22,20909
23,20916
24,20920
25,20922
26,20924
27,20929
28,20931
29,20938
30,20943
31,20973
32,20974
33,20985
34,20990
35,20993
36,20997
37,21028
38,21030
39,21033
40,21039
41,21044
42,21048
43,21051
44,21053
45,21054
46,21060
47,21062
48,21070
49,21083
50,21085
51,21091
52,21092
53,21110
54,21111
55,21115
56,21117
57,21122
58,21131
59,21142
60,21151
61,21170
62,21191
63,21194
64,21205
65,21206
66,21212
67,21241
68,21263
69,21290
70,21303
71,21320
72,21328
73,21359
74,21381
75,21443
76,21449
77,21468
78,21479
79,21515
80,21565
81,21585
82,21587
83,21600
84,21698
85,21710
86,21770
87,21847
88,21884
89,22001
