,CID
0,2235
1,9545
2,9546
3,9547
4,9548
5,9916
6,9917
7,9918
8,9919
9,9920
10,9921
11,10480
12,10481
13,10482
14,16755
15,16756
16,16757
17,16758
18,16759
19,16760
20,16761
21,16762
22,16763
23,16764
24,16765
25,16766
26,16768
27,16769
28,16770
29,16774
30,16775
31,16776
32,16777
33,16778
34,16779
35,16780
36,16781
37,16782
38,16783
39,16784
40,17433
41,17434
42,17435
43,17436
44,17437
45,23099
46,23100
47,23101
48,23493
49,23494
50,23495
51,23496
52,23497
53,23498
54,23499
55,23500
56,23501
57,23502
58,23503
59,25340
60,26114
61,26148
62,30133
63,30134
64,30135
65,30550
66,30551
67,30552
68,30553
69,30554
70,30555
71,30557
72,33212
73,33304
74,37866
75,37867
76,37868
77,37869
78,37870
79,38261
80,38262
81,38263
82,38264
83,38265
84,38266
85,38267
86,38269
87,38270
88,38271
89,38272
90,38273
91,39096
92,39097
93,39098
94,39939
95,40595
96,40596
97,40597
98,45643
99,45651
100,46594
101,47650
102,47651
103,48248
104,52544
105,52545
106,52881
107,52882
108,52883
109,52884
110,52885
111,55044
112,55287
113,59008
114,59350
115,59351
116,59352
117,59353
118,59354
119,59355
120,59356
121,59357
122,59358
