,customer,weight,round,length
0,"[143, 130, 131, 24, 25, 182, 181, 179, 28, 38, 118]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1]",0,2471.3000609530995
1,"[117, 123, 124, 94, 95, 96, 40, 41, 122, 42, 125, 63, 153]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",0,2434.2634221483004
2,"[90, 148, 70, 147]","[12, 1, 1, 1]",0,1715.9392872735
3,"[90, 31, 87, 89, 32, 155, 30, 103]","[6, 1, 1, 1, 3, 1, 1, 1]",0,4366.8013803427
4,"[113, 138, 51, 52, 44, 23, 93, 121]","[7, 1, 2, 1, 1, 1, 1, 1]",0,3049.9439360849997
5,"[138, 56, 48, 134, 132, 149, 80, 176, 79, 43]","[1, 3, 1, 2, 1, 1, 1, 1, 1, 2]",1,4674.685880685
6,[],[],1,0.0
7,"[151, 164, 150, 14, 152, 60, 174, 84, 154, 83, 104]","[1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1]",1,5291.2738016236
8,"[20, 160, 135, 68, 161, 69, 163, 67, 110, 165]","[5, 1, 1, 1, 1, 2, 1, 1, 1, 1]",1,8208.709069315
9,"[140, 20]","[1, 14]",1,4768.872614938
