,CID
0,8044
1,8046
2,10267
3,10268
4,10269
5,10270
6,10272
7,10273
8,10274
9,10275
10,10276
11,10277
12,10278
13,10279
14,10280
15,10281
16,10282
17,10853
18,10854
19,10855
20,10856
21,11210
22,18177
23,18178
24,18179
25,19145
26,24542
27,24543
28,24544
29,24545
30,24546
31,24552
32,24553
33,24554
34,24555
35,24556
36,26277
37,26494
38,30541
39,40571
40,40572
41,40573
42,40574
43,40628
44,40728
45,40730
46,40731
47,40846
48,40847
49,53888
50,53889
51,53890
52,53894
53,53898
54,54275
55,54276
56,54277
57,54278
58,59666
59,59667
60,59668
61,59669
62,60624
63,61487
64,61488
65,61489
