,BID
0,32449
1,32711
2,32804
3,32912
4,33138
5,33284
6,33525
7,33643
8,33748
9,33866
10,33973
11,34018
12,34024
13,34042
14,34125
15,34160
16,34180
17,34200
18,34205
19,34217
20,34218
21,34219
22,34232
23,34304
24,34319
25,34322
26,34326
27,34347
28,34380
29,34424
30,34474
31,34475
32,34490
33,34513
34,34521
35,34548
36,34564
37,34603
38,34629
39,34655
40,34660
41,34715
42,34729
43,34740
44,34754
45,34765
46,34788
47,34806
48,34826
49,34859
50,34861
51,34911
52,34925
53,34940
54,34953
55,34956
56,34997
57,35039
58,35051
59,35066
60,35077
61,35095
62,35097
63,35102
64,35114
65,35130
66,35143
67,35148
68,35160
69,35167
70,35168
71,35169
72,35173
73,35187
74,35192
75,35195
76,35207
77,35208
78,35211
79,35219
80,35221
81,35223
82,35236
83,35238
84,35249
85,35255
86,35262
87,35271
88,35275
89,35279
90,35285
91,35291
92,35330
93,35331
94,35341
95,35352
96,35371
97,35374
98,35379
99,35396
100,35404
101,35410
102,35412
103,35421
104,35422
105,35446
106,35450
107,35454
108,35470
109,35504
110,35506
111,35510
112,35513
113,35517
114,35522
115,35533
116,35540
117,35555
118,35570
119,35574
120,35592
121,35599
122,35611
123,35630
124,35653
125,35686
126,35699
127,35711
128,35731
129,35770
130,35771
131,35779
132,35806
133,35807
134,35818
135,35840
136,35851
137,35869
138,35913
139,35968
140,35982
141,36005
142,36072
143,36115
144,36170
145,36186
146,36239
147,36260
