,CID
0,12763
1,12768
2,12769
3,12770
4,12771
5,12971
6,12972
7,12973
8,12974
9,12975
10,12995
11,12996
12,12997
13,12998
14,12999
15,13000
16,13001
17,13076
18,13082
19,13083
20,13084
21,19881
22,19882
23,19884
24,19885
25,19931
26,19932
27,19933
28,20149
29,20150
30,20151
31,20152
32,20157
33,26635
34,26636
35,26637
36,26638
37,26639
38,26640
39,26641
40,26642
41,26643
42,26714
43,26715
44,26716
45,26717
46,26718
47,26719
48,26721
49,26722
50,26723
51,26724
52,26956
53,26957
54,26958
55,26959
56,26960
57,26961
58,33901
59,33902
60,33903
61,33904
62,33939
63,33940
64,33941
65,33942
66,33943
67,34216
68,34217
69,34218
70,34223
71,34224
72,34225
73,34226
74,34649
75,41187
76,41411
77,41412
78,41461
79,41635
80,41912
81,48884
82,48885
83,48886
84,48887
85,48888
86,48889
87,48890
88,48891
89,48904
90,49144
91,55767
92,56047
93,61255
94,62031
95,62273
96,62274
97,62276
98,62277
99,62278
100,62300
101,62301
102,62303
103,62304
104,62305
105,62306
106,62312
