,BID
0,14470
1,14508
2,14513
3,14516
4,14553
5,14565
6,14592
7,14619
8,14626
9,14639
10,14671
11,14672
12,14694
13,14707
14,14724
15,14727
16,14737
17,14760
18,14799
19,14809
20,14813
21,14828
22,14849
23,14852
24,14908
25,14912
26,14913
27,14947
28,14966
29,14980
30,14996
31,14998
32,15004
33,15012
34,15013
35,15015
36,15025
37,15039
38,15047
39,15052
40,15053
41,15092
42,15109
43,15112
44,15118
45,15121
46,15123
47,15127
48,15134
49,15144
50,15159
51,15161
52,15162
53,15167
54,15173
55,15190
56,15191
57,15195
58,15198
59,15203
60,15205
61,15207
62,15219
63,15221
64,15238
65,15242
66,15244
67,15257
68,15258
69,15265
70,15279
71,15293
72,15341
73,15344
74,15346
75,15357
76,15360
77,15362
78,15382
79,15393
80,15401
81,15422
82,15432
83,15433
84,15454
85,15457
86,15480
87,15483
88,15493
89,15513
90,15521
91,15524
92,15532
93,15550
94,15551
95,15563
96,15574
97,15587
98,15589
99,15609
100,15623
101,15626
102,15637
103,15647
104,15652
105,15661
106,15672
107,15674
108,15687
109,15701
110,15714
111,15752
112,15756
113,15772
114,15779
115,15781
116,15809
117,15840
118,15890
119,15908
120,15945
121,15976
122,16003
123,16011
124,16022
125,16027
126,16040
127,16107
128,16122
129,16193
130,16240
131,16269
