,CID
0,6924
1,6925
2,6926
3,8404
4,8405
5,8406
6,8407
7,9686
8,9688
9,9689
10,9690
11,9691
12,10455
13,10711
14,10712
15,10719
16,10750
17,10751
18,10752
19,10753
20,10754
21,10755
22,10759
23,10761
24,11048
25,11049
26,16304
27,16306
28,16313
29,16314
30,16315
31,17645
32,17646
33,17647
34,17648
35,17649
36,17650
37,17651
38,17652
39,17653
40,17654
41,17656
42,17657
43,17658
44,17664
45,17665
46,17666
47,17667
48,17668
49,17670
50,18063
51,18064
52,19875
53,19876
54,19877
55,23187
56,23188
57,23189
58,23190
59,23680
60,23728
61,23729
62,23731
63,24394
64,24395
65,24396
66,24397
67,24398
68,24399
69,24451
70,24452
71,24453
72,26182
73,30435
74,30436
75,30437
76,30438
77,30439
78,30441
79,30442
80,30545
81,31810
82,31874
83,31875
84,31886
85,31887
86,32176
87,33324
88,33894
89,39355
90,39356
91,39357
92,39360
93,39361
94,39362
95,39363
96,39364
97,41161
98,41162
99,45223
100,45225
101,45226
102,45918
103,46363
104,46365
105,46366
106,46367
107,46368
108,46804
109,46805
110,46806
111,46807
112,46808
113,46809
114,46810
115,46811
116,46813
117,46814
118,46815
119,46818
120,46824
121,46825
122,46826
123,46827
124,46834
125,46835
126,46836
127,46837
128,47092
129,48373
130,48374
131,53541
132,53772
133,53788
134,53789
135,54102
136,55309
137,55310
138,55756
139,60213
140,60214
141,60215
142,60216
143,60217
144,60218
145,60219
146,60220
147,60226
148,60227
149,60228
150,60229
151,60233
152,60234
153,60235
154,60238
