,customer,weight,round,length
0,"[100, 29, 80, 59, 56, 43, 45, 26, 75, 139]","[1, 2, 1, 1, 3, 3, 1, 1, 1, 1]",0,3971.3360092287003
1,"[98, 99, 144, 18, 34, 135, 102, 0, 5, 82, 2, 140, 76]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1]",0,5433.675801557901
2,"[41, 27, 13, 81, 78, 85, 142, 109]","[1, 2, 2, 2, 1, 1, 3, 3]",1,5876.321767618
3,"[164, 103, 132, 131, 19, 33, 37, 22]","[5, 1, 1, 2, 2, 1, 1, 2]",1,4624.208737899
4,"[159, 160, 138, 84, 3, 112, 119, 154, 120, 155]","[3, 3, 2, 1, 1, 1, 1, 1, 1, 1]",2,6198.683699903
5,"[146, 122, 178, 177, 133, 21, 20, 130, 83, 70, 125, 168]","[1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1]",2,6973.831674294001
6,"[129, 136, 151, 121, 110, 87, 57]","[1, 1, 1, 1, 5, 1, 5]",3,7816.813395808999
7,[57],[15],3,2883.82257046
8,"[42, 32, 31, 171, 16, 163, 152, 137, 134]","[1, 1, 1, 2, 1, 1, 1, 1, 1]",4,6915.766696913
9,"[110, 115, 104, 4]","[3, 1, 2, 2]",4,4845.3966411559995
