,BID
0,28451
1,28492
2,28674
3,28689
4,28735
5,28803
6,28812
7,28902
8,28945
9,29034
10,29108
11,29130
12,29161
13,29242
14,29250
15,29302
16,29330
17,29344
18,29414
19,29426
20,29434
21,29437
22,29446
23,29462
24,29473
25,29474
26,29479
27,29481
28,29495
29,29510
30,29522
31,29538
32,29539
33,29547
34,29557
35,29567
36,29578
37,29580
38,29594
39,29605
40,29609
41,29611
42,29625
43,29634
44,29638
45,29639
46,29653
47,29674
48,29678
49,29679
50,29689
51,29691
52,29698
53,29704
54,29750
55,29751
56,29753
57,29765
58,29768
59,29788
60,29790
61,29799
62,29813
63,29817
64,29825
65,29839
66,29852
67,29866
68,29879
69,29893
70,29910
71,29927
72,29934
73,29935
74,29936
75,29945
76,29948
77,29953
78,29955
79,29962
80,29989
81,30002
82,30006
83,30009
84,30018
85,30019
86,30027
87,30031
88,30041
89,30043
90,30048
91,30050
92,30051
93,30082
94,30093
95,30095
96,30104
97,30111
98,30127
99,30131
100,30145
101,30154
102,30158
103,30161
104,30167
105,30174
106,30178
107,30179
108,30186
109,30193
110,30199
111,30205
112,30210
113,30221
114,30244
115,30252
116,30255
117,30260
118,30309
119,30334
120,30336
121,30362
122,30368
123,30370
124,30371
125,30385
126,30386
127,30404
128,30421
129,30425
130,30437
131,30439
132,30441
133,30449
134,30468
135,30474
136,30517
137,30520
138,30527
139,30544
140,30546
141,30551
142,30559
143,30568
144,30573
145,30579
146,30592
147,30596
148,30601
149,30602
150,30605
151,30607
152,30608
153,30619
154,30621
155,30638
156,30678
157,30701
158,30726
159,30739
160,30773
161,30777
162,30809
163,30842
164,30869
165,30876
166,30898
167,30919
168,30932
169,30943
170,30979
171,31016
172,31021
173,31030
174,31068
175,31071
176,31076
177,31079
178,31119
179,31122
180,31148
181,31170
182,31204
183,31206
184,31239
185,31251
186,31266
187,31288
188,31292
189,31305
190,31309
191,31315
192,31400
193,31402
194,31403
195,31431
196,31468
197,31483
198,31520
