,CID
0,1783
1,1784
2,1785
3,2131
4,2132
5,4383
6,4384
7,4385
8,4386
9,4387
10,4388
11,4389
12,4620
13,4622
14,4623
15,4624
16,4625
17,4987
18,4988
19,4989
20,4990
21,4991
22,4992
23,5652
24,5653
25,5654
26,5997
27,5998
28,5999
29,6000
30,6001
31,6143
32,6461
33,7018
34,7019
35,7020
36,7021
37,7662
38,7663
39,7883
40,10516
41,10517
42,10518
43,10520
44,10524
45,10525
46,12050
47,17454
48,17455
49,17456
50,17457
51,17459
52,17551
53,24213
54,24214
55,24215
56,24299
57,24300
58,24301
59,24302
60,24303
61,24338
62,31714
63,31715
64,31716
65,31717
66,31718
67,31719
68,31821
69,31822
70,31823
71,31828
72,31829
73,39136
74,39137
75,39138
76,39139
77,39423
78,46519
79,46520
80,46521
81,46524
82,46526
83,46527
84,46528
85,46529
86,46530
87,46532
88,46533
89,46534
90,46632
91,46633
92,46635
93,46636
94,46637
95,46638
96,46639
97,46640
98,46643
99,46644
100,46645
101,46646
102,46677
103,46678
104,46679
105,46713
106,46714
107,46715
108,46885
109,53576
110,53577
111,53578
112,53579
113,53580
114,53584
115,53585
116,53586
117,53587
118,53588
119,53589
120,53590
121,53671
122,53672
123,53686
124,53687
125,53688
126,59893
127,59894
128,59895
129,59993
130,59997
131,60061
132,60062
133,60074
134,60075
135,60076
136,60077
137,60210
138,60211
139,60310
