,BID
0,33788
1,33862
2,33881
3,33921
4,33944
5,33946
6,33959
7,33981
8,33998
9,34054
10,34105
11,34135
12,34156
13,34206
14,34208
15,34236
16,34254
17,34255
18,34302
19,34306
20,34327
21,34332
22,34343
23,34394
24,34405
25,34433
26,34437
27,34440
28,34481
29,34489
30,34493
31,34495
32,34496
33,34498
34,34508
35,34527
36,34532
37,34547
38,34549
39,34561
40,34580
41,34610
42,34616
43,34624
44,34625
45,34626
46,34633
47,34635
48,34637
49,34650
50,34656
51,34662
52,34696
53,34709
54,34723
55,34730
56,34747
57,34755
58,34761
59,34763
60,34766
61,34789
62,34790
63,34802
64,34807
65,34810
66,34817
67,34872
68,34886
69,34892
70,34897
71,34936
72,34959
73,34978
74,34982
75,34988
76,35011
77,35033
78,35036
79,35089
80,35118
81,35119
82,35155
83,35179
84,35180
85,35184
86,35202
87,35212
88,35243
89,35266
90,35298
91,35317
92,35321
93,35335
94,35342
95,35346
96,35389
97,35405
98,35415
99,35430
100,35530
101,35531
102,35626
103,35632
104,35661
105,35788
106,35814
107,35909
108,35923
109,36091
