,CID
0,2378
1,2379
2,2380
3,2382
4,2383
5,5277
6,9717
7,9718
8,9719
9,9815
10,9817
11,9818
12,9819
13,9820
14,9821
15,9822
16,9823
17,9824
18,9826
19,9827
20,9828
21,9829
22,9832
23,9833
24,9834
25,9840
26,11480
27,11680
28,11681
29,16319
30,16320
31,16321
32,16526
33,16527
34,16528
35,16529
36,16533
37,16534
38,16535
39,16536
40,16538
41,18336
42,18337
43,23329
44,23330
45,23331
46,23332
47,23333
48,23334
49,23335
50,25573
51,30397
52,30398
53,30399
54,30402
55,30403
56,30404
57,30405
58,30433
59,30434
60,30594
61,32399
62,32400
63,32539
64,32540
65,37851
66,37852
67,38042
68,38043
69,38044
70,38045
71,38046
72,38065
73,38066
74,38070
75,38079
76,38080
77,38081
78,38083
79,39867
80,39968
81,39969
82,40438
83,45361
84,45362
85,45363
86,45364
87,45365
88,45366
89,45367
90,47010
91,47495
92,47625
93,47626
94,47630
95,47842
96,52526
97,52527
98,52718
99,52719
100,52720
101,52721
102,52722
103,52724
104,52726
105,52728
106,52791
107,52793
108,52796
109,54542
110,54719
111,59210
112,59223
113,59224
114,59225
115,59226
116,59227
117,60814
