,CID
0,4779
1,4781
2,4783
3,6118
4,6122
5,6123
6,6124
7,6125
8,6126
9,6127
10,9476
11,9477
12,9478
13,9479
14,9480
15,9642
16,9644
17,9645
18,9646
19,9647
20,9672
21,9674
22,9675
23,9676
24,9677
25,9678
26,9679
27,9680
28,9681
29,16122
30,16123
31,16124
32,16256
33,16257
34,16258
35,16259
36,16260
37,16262
38,16287
39,16288
40,16289
41,16290
42,16291
43,16292
44,16294
45,16296
46,16297
47,16298
48,16299
49,16300
50,16301
51,16302
52,16316
53,18083
54,18289
55,19258
56,19286
57,22945
58,22946
59,22950
60,22951
61,23157
62,23158
63,23159
64,23160
65,23161
66,23162
67,23163
68,23170
69,23178
70,23184
71,23185
72,23192
73,23193
74,24295
75,24296
76,26147
77,30118
78,30119
79,30120
80,30122
81,30123
82,30124
83,30125
84,30126
85,30251
86,30253
87,30254
88,30255
89,30257
90,30258
91,30259
92,30260
93,30261
94,30262
95,30263
96,30264
97,30265
98,30266
99,30267
100,30268
101,30269
102,30270
103,30271
104,30272
105,31692
106,31693
107,31694
108,31695
109,37800
110,37801
111,37818
112,37819
113,37837
114,37838
115,37842
116,37843
117,37844
118,37845
119,44995
120,44996
121,44997
122,44998
123,45140
124,45141
125,45142
126,45143
127,45144
128,45145
129,45146
130,45147
131,45148
132,45149
133,45150
134,45151
135,45152
136,45158
137,45170
138,45171
139,45210
140,45212
141,45213
142,45214
143,45215
144,45216
145,45227
146,45228
147,46621
148,46622
149,46624
150,47096
151,52481
152,52482
153,52483
154,52484
155,52485
156,52486
157,52495
158,53655
159,54427
160,55243
161,55244
162,55245
163,55283
164,58966
165,58967
166,58968
167,58969
168,58970
169,58971
170,58972
171,59082
172,59088
173,59089
174,59090
175,59091
176,59092
177,60050
178,60051
179,60052
180,60053
181,60054
182,60055
