,BID
0,37875
1,37956
2,38011
3,38025
4,38042
5,38064
6,38074
7,38101
8,38110
9,38146
10,38158
11,38185
12,38200
13,38220
14,38240
15,38268
16,38292
17,38294
18,38304
19,38317
20,38353
21,38425
22,38467
23,38500
24,38506
25,38544
26,38583
27,38586
28,38600
29,38623
30,38626
31,38680
32,38682
33,38685
34,38703
35,38715
36,38765
37,38800
38,38816
39,38817
40,38920
41,38931
42,38970
43,39153
44,39215
45,39345
46,39356
47,39448
48,39469
49,39516
50,39659
51,39824
52,39851
53,39881
54,39905
55,39963
56,40006
57,40017
58,40028
59,40119
60,40330
