,CID
0,95
1,101
2,102
3,1661
4,14029
5,14030
6,14031
7,14036
8,14040
9,14041
10,14046
11,14070
12,14071
13,14072
14,14142
15,14288
16,14297
17,14341
18,14342
19,14343
20,14344
21,14345
22,14346
23,14348
24,14349
25,14350
26,14352
27,14353
28,14354
29,14372
30,14373
31,14374
32,14461
33,14462
34,14601
35,14602
36,14624
37,20628
38,20629
39,20630
40,20631
41,20967
42,21107
43,21226
44,21358
45,21413
46,21501
47,27851
48,27852
49,27853
50,27854
51,27861
52,27862
53,27863
54,28103
55,28250
56,28382
57,28411
58,35307
59,35308
60,35309
61,35310
62,35385
63,35386
64,35387
65,35553
66,35573
67,35574
68,35575
69,35576
70,35595
71,35605
72,35606
73,35607
74,35687
75,35688
76,35689
77,35690
78,35691
79,35692
80,35885
81,35886
82,35996
83,42558
84,42559
85,42564
86,42624
87,42787
88,42829
89,50067
90,50318
91,50319
92,50320
93,50321
94,50322
95,50323
96,50324
97,50325
98,50328
99,50354
100,50355
101,50423
102,50590
103,50659
104,50662
105,50669
106,50768
107,56580
108,63424
109,63425
110,63426
111,63427
112,63428
113,63440
114,63441
115,63442
116,63443
117,63444
118,63445
119,63455
120,63467
121,63510
122,63682
123,63683
124,63705
125,63779
