,CID
0,8896
1,8897
2,8898
3,8900
4,8901
5,8902
6,8903
7,8907
8,8915
9,10890
10,10891
11,10892
12,11282
13,11640
14,11641
15,11642
16,11643
17,11824
18,11872
19,12289
20,12555
21,15701
22,15705
23,15706
24,18877
25,19663
26,22598
27,22599
28,22600
29,22601
30,22602
31,22603
32,22604
33,22605
34,22606
35,22607
36,22608
37,22609
38,22610
39,22611
40,22612
41,22613
42,22619
43,22620
44,22621
45,22622
46,22846
47,22847
48,24691
49,29578
50,29579
51,29580
52,29581
53,29582
54,29583
55,29584
56,29585
57,29586
58,29587
59,29588
60,29589
61,29590
62,29593
63,29594
64,29595
65,29596
66,29597
67,29620
68,29621
69,29622
70,29623
71,29637
72,32018
73,32019
74,32880
75,37221
76,37222
77,37223
78,37224
79,37225
80,37226
81,37227
82,37228
83,44229
84,44230
85,44231
86,44232
87,44233
88,44234
89,44271
90,44272
91,44273
92,47022
93,47023
94,47024
95,47152
96,47181
97,47756
98,47757
99,47758
100,47759
101,47760
102,51709
103,51713
104,51714
105,51715
106,54173
107,54670
108,54671
109,58342
110,58343
111,58350
112,58351
113,58353
114,58559
115,58560
116,58561
117,58562
118,58563
119,58564
120,58568
121,58569
122,58579
123,58580
124,58581
125,58582
126,58606
127,58607
128,58608
129,58609
130,60747
131,61311
132,61617
133,61618
134,61843
