,CID
0,5315
1,9692
2,9854
3,9855
4,9856
5,9857
6,10583
7,10584
8,16545
9,16546
10,16547
11,16548
12,16549
13,16550
14,16551
15,16552
16,18719
17,19711
18,23370
19,23371
20,23372
21,23373
22,23374
23,23375
24,26119
25,26448
26,31696
27,31697
28,31698
29,31699
30,31700
31,31701
32,31702
33,31703
34,31704
35,32402
36,32403
37,33232
38,37840
39,37841
40,40173
41,45221
42,45222
43,45380
44,45381
45,48260
46,52513
47,52519
48,52520
49,52521
50,59113
51,59114
52,59262
53,59263
54,59340
55,61134
56,61135
57,61136
58,61137
59,61604
