,CID
0,539
1,1565
2,4477
3,4478
4,4479
5,4480
6,4481
7,4722
8,5083
9,5085
10,5212
11,5213
12,5218
13,5221
14,5222
15,5677
16,5678
17,5961
18,5974
19,6087
20,6492
21,6493
22,6515
23,6518
24,11174
25,11257
26,11258
27,11259
28,11723
29,11724
30,11725
31,11726
32,12047
33,12048
34,12049
35,12292
36,18243
37,18244
38,18245
39,18267
40,18271
41,18272
42,18781
43,18782
44,19106
45,19107
46,19108
47,19109
48,24998
49,25058
50,25059
51,25060
52,25061
53,25062
54,25063
55,25137
56,25138
57,25139
58,25140
59,25643
60,25644
61,25645
62,25646
63,25647
64,25648
65,25654
66,25655
67,25656
68,25967
69,25968
70,26161
71,26162
72,32275
73,32327
74,33294
75,33323
76,33348
77,38111
78,38112
79,38113
80,38114
81,38115
82,38116
83,38117
84,39690
85,39691
86,39692
87,39693
88,39694
89,39695
90,39696
91,39697
92,39698
93,39699
94,39700
95,39752
96,39753
97,39754
98,39755
99,39775
100,39776
101,39777
102,39778
103,40147
104,40148
105,40181
106,40182
107,40183
108,47343
109,47352
110,47353
111,47355
112,47356
113,47357
114,47358
115,47861
116,47862
117,47863
118,54353
119,54354
120,54355
121,54722
122,54765
123,54766
124,54767
125,60665
126,60701
127,60705
128,60706
129,60707
130,60708
131,60709
132,61107
133,61108
134,61139
135,61140
136,61141
137,61142
138,61143
139,61144
140,61145
141,61146
142,61150
143,61151
