,BID
0,31894
1,31901
2,31917
3,31934
4,31935
5,31971
6,32007
7,32021
8,32030
9,32043
10,32051
11,32055
12,32082
13,32094
14,32099
15,32122
16,32129
17,32139
18,32146
19,32165
20,32185
21,32201
22,32205
23,32241
24,32248
25,32398
26,32476
27,32480
28,32519
29,32581
30,32604
31,32614
32,32630
33,32668
34,32678
35,32803
36,32916
37,33060
38,33113
39,33115
40,33137
41,33210
42,33219
43,33223
44,33265
45,33331
46,33353
47,33378
48,33434
49,33470
50,33491
51,33527
52,33536
53,33567
54,33591
55,33606
56,33618
57,33695
58,33699
59,33769
60,33778
61,33812
62,33845
63,33846
64,33859
65,33864
66,33883
67,33941
68,33961
69,33963
70,33971
71,34069
72,34090
73,34097
74,34098
75,34284
76,34300
77,34315
78,34317
79,34355
80,34447
81,34494
82,34519
83,34533
84,34596
85,34614
86,34659
87,34666
88,34732
89,34741
90,34843
91,34865
92,34915
93,34920
94,34965
95,34979
96,34996
97,35017
98,35048
99,35060
100,35098
101,35131
102,35136
103,35174
104,35225
105,35233
106,35252
107,35267
108,35344
109,35399
110,35403
111,35466
112,35479
113,35488
114,35542
115,35603
116,35633
117,35726
118,35774
119,35782
120,36035
121,36137
