,customer,weight,round,length
0,"[27, 26, 126, 25, 99, 100]","[3, 3, 3, 2, 2, 2]",0,2503.8972119550003
1,"[127, 28, 145, 105, 125, 79, 144, 14, 141, 101]","[2, 1, 1, 3, 1, 1, 1, 2, 1, 2]",0,2886.2936306379997
2,"[13, 53, 151, 93, 91, 124, 143, 139, 123, 55, 81]","[2, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1]",0,3396.905168699
3,"[41, 40, 42, 15, 1, 3, 4, 5]","[2, 3, 2, 2, 2, 1, 1, 2]",0,3360.7055096549993
4,"[85, 122, 121, 120, 169, 7, 8, 9, 10]","[1, 2, 4, 1, 1, 2, 1, 1, 2]",0,2983.523546222
5,[],[],1,0.0
6,[],[],1,0.0
7,[142],[1],1,1906.983724482
8,[],[],1,0.0
9,[],[],1,0.0
