,CID
0,1642
1,3560
2,3562
3,3742
4,3743
5,3746
6,3747
7,10931
8,10932
9,10933
10,10934
11,10935
12,11487
13,11488
14,11489
15,11490
16,11491
17,11577
18,11578
19,12097
20,12098
21,12168
22,12169
23,12170
24,12171
25,12255
26,12322
27,12324
28,12325
29,12326
30,12327
31,12442
32,12443
33,12444
34,12656
35,12657
36,12658
37,12756
38,12757
39,12758
40,18296
41,18831
42,18832
43,18833
44,18963
45,19147
46,19148
47,19398
48,19399
49,19400
50,19401
51,19484
52,19485
53,19486
54,19666
55,19667
56,19668
57,19669
58,19842
59,19843
60,19863
61,19864
62,19865
63,19866
64,19867
65,19868
66,19869
67,25387
68,25437
69,25438
70,25439
71,25441
72,25442
73,25620
74,25621
75,25623
76,25626
77,25627
78,25628
79,25629
80,25630
81,25631
82,25632
83,25633
84,25634
85,25635
86,25636
87,25637
88,25638
89,25639
90,25640
91,25776
92,25777
93,25906
94,25907
95,26059
96,26060
97,26061
98,26062
99,26063
100,26235
101,26236
102,26237
103,26450
104,26505
105,26506
106,26507
107,26508
108,26509
109,26510
110,26511
111,26512
112,26513
113,26517
114,26628
115,26629
116,26630
117,26631
118,26632
119,26633
120,32061
121,32065
122,32066
123,32067
124,32069
125,32070
126,32071
127,32072
128,32090
129,32091
130,32092
131,32094
132,32098
133,32099
134,32100
135,32101
136,32548
137,32549
138,32550
139,32551
140,32772
141,32773
142,32774
143,32775
144,32849
145,32850
146,32894
147,33020
148,33142
149,33246
150,33247
151,33248
152,33364
153,33365
154,33366
155,33367
156,33368
157,33389
158,33395
159,33396
160,33397
161,33534
162,33684
163,33685
164,33686
165,33687
166,33688
167,33689
168,33690
169,33772
170,33773
171,33887
172,33888
173,33889
174,33890
175,38171
176,38172
177,39552
178,39973
179,39974
180,39975
181,39976
182,39977
183,39978
184,39979
185,39980
186,39981
187,39982
188,39983
189,39984
190,40165
191,40166
192,40167
193,40168
194,40297
195,40368
196,40369
197,40370
198,40371
199,40372
200,40373
201,40374
202,40518
203,40653
204,40693
205,40694
206,40695
207,40696
208,40697
209,40698
210,40699
211,40732
212,40802
213,40803
214,40866
215,40867
216,40868
217,41037
218,41135
219,41136
220,41137
221,41146
222,41147
223,41149
224,41150
225,41152
226,45440
227,47694
228,47852
229,47927
230,47980
231,47987
232,47989
233,48041
234,48042
235,48043
236,48044
237,48045
238,48300
239,48505
240,48506
241,48507
242,48721
243,48759
244,48760
245,48868
246,48870
247,48871
248,48873
249,48874
250,48875
251,48876
252,48877
253,48878
254,48879
255,48880
256,53975
257,53976
258,53977
259,53978
260,53979
261,53980
262,53981
263,53982
264,53983
265,53984
266,53985
267,53986
268,53987
269,53988
270,53989
271,53990
272,53991
273,53992
274,54561
275,54748
276,54749
277,54750
278,54751
279,54752
280,54753
281,54754
282,54921
283,54922
284,55334
285,55335
286,55433
287,55474
288,55499
289,55500
290,55502
291,55662
292,55663
293,55664
294,55665
295,60440
296,60441
297,61128
298,61129
299,61130
300,61225
301,61226
302,61492
303,61662
304,61663
305,61664
306,61694
307,61907
308,61908
309,62008
310,62009
311,62010
312,62011
313,62016
314,62017
