,customer,weight,round,length
0,[2],[15],0,2459.04836306
1,[2],[15],0,2459.04836306
2,"[2, 3]","[9, 6]",0,2361.14808622
3,[3],[15],1,2263.24780938
4,[3],[15],1,2263.24780938
5,[3],[15],1,2263.24780938
6,[3],[15],2,2263.24780938
7,[3],[15],2,2263.24780938
8,[3],[15],2,2263.24780938
9,[3],[15],3,2263.24780938
10,[3],[15],3,2263.24780938
11,[3],[15],3,2263.24780938
12,[3],[15],4,2263.24780938
13,[3],[15],4,2263.24780938
14,[3],[15],4,2263.24780938
15,[3],[15],5,2263.24780938
16,[3],[15],5,2263.24780938
17,[3],[15],5,2263.24780938
18,"[1, 46, 16, 7, 3]","[1, 1, 7, 1, 5]",6,2491.0774575200003
19,"[32, 4, 30, 37, 29, 31, 17, 41, 20, 21, 5, 6, 14, 18]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",6,1616.133816373
20,"[43, 0, 45, 33, 47, 36, 27, 28, 23, 19]","[1, 1, 3, 2, 1, 1, 3, 1, 1, 1]",6,1461.452849676
21,"[10, 40, 13, 24, 12, 26, 9, 11, 39]","[1, 1, 1, 1, 2, 1, 2, 2, 1]",7,2070.718910761
22,[],[],7,0.0
23,"[8, 15, 25, 42, 44, 22, 38, 35, 34]","[1, 2, 1, 1, 3, 1, 1, 1, 1]",7,856.4241575252
