,customer,weight,round,length
0,"[40, 67, 192, 69, 71, 68, 141, 222, 47, 112, 147]","[1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2]",0,3087.7067297587
1,[163],[15],0,2532.22577274
2,"[66, 143, 53, 83, 28, 206, 136, 82, 13, 72, 86, 87, 85]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,6642.9115533676
3,"[131, 178, 181, 182, 180, 179, 186, 38, 197, 106, 5, 4]","[2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",0,12073.5458103592
4,"[16, 93, 214, 94, 95, 91, 114, 15, 193, 194, 195]","[2, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1]",1,3325.3003439742997
5,[90],[15],1,3268.05751126
6,"[116, 117, 220, 120, 97, 119, 148, 48, 17, 166, 165]","[1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1]",1,3660.3826598609003
7,"[21, 167, 168, 218, 219, 202, 64, 204, 140, 205, 223]","[2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1]",1,8496.9216991704
8,[],[],2,0.0
9,"[75, 98, 152, 149, 108, 81, 101, 102, 22, 100]","[1, 1, 3, 1, 2, 3, 1, 1, 1, 1]",2,4204.1827274947
10,"[153, 24, 154, 216, 156, 115, 217, 96, 157, 158, 167, 60]","[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1]",2,5204.057819097499
11,[],[],2,0.0
