,customer,weight,round,length
0,[5],[15],0,3821.38877852
1,"[29, 21, 22, 13, 23, 2, 24, 25, 3, 52]","[1, 1, 2, 2, 1, 2, 1, 1, 2, 2]",0,1774.0023931869002
2,"[5, 50]","[6, 9]",0,4907.242058679
3,"[28, 50, 27]","[2, 12, 1]",0,4690.6788779252
4,"[1, 49, 37, 4, 17, 9, 35, 31, 20]","[2, 2, 1, 1, 1, 2, 1, 2, 3]",0,3060.980229408
5,[],[],1,0.0
6,[],[],1,0.0
7,"[38, 41, 40, 39, 17]","[1, 1, 2, 1, 1]",1,2707.140124293
8,"[12, 15, 46, 57, 45, 44, 11, 32, 10, 43, 42, 47, 26]","[1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1]",1,4487.7276650896
9,[],[],1,0.0
