,BID
0,26937
1,27068
2,27083
3,27238
4,27403
5,27404
6,27501
7,27518
8,27642
9,27665
10,27672
11,27675
12,27676
13,27715
14,27719
15,27794
16,27810
17,27814
18,27837
19,27839
20,27845
21,27854
22,27857
23,27873
24,27961
25,27972
26,27982
27,27985
28,27990
29,27993
30,28023
31,28026
32,28114
33,28117
34,28127
35,28129
36,28139
37,28197
38,28199
39,28265
40,28271
41,28280
42,28332
43,28401
44,28404
45,28411
46,28415
47,28440
48,28443
49,28481
50,28483
51,28498
52,28545
53,28571
54,28588
55,28611
56,28619
57,28636
58,28639
59,28707
60,28709
61,28714
62,28718
63,28732
64,28757
65,28773
66,28781
67,28791
68,28853
69,28865
70,28878
71,28884
72,28892
73,28911
74,28920
75,28962
76,29020
77,29095
78,29097
79,29157
80,29171
81,29172
82,29182
83,29205
84,29215
85,29226
86,29243
87,29245
88,29247
89,29249
90,29259
91,29268
92,29280
93,29311
94,29312
95,29325
96,29347
97,29372
98,29382
99,29398
100,29401
101,29410
102,29411
103,29413
104,29418
105,29425
106,29472
107,29524
108,29559
109,29582
110,29599
111,29618
112,29623
113,29627
114,29628
115,29709
116,29713
117,29724
118,29754
119,29769
120,29770
121,29791
122,29805
123,29818
124,29841
125,29865
126,29881
127,29890
128,29907
129,29913
130,29933
131,29961
132,29984
133,29990
134,30010
135,30021
136,30065
137,30120
138,30310
139,30312
140,30315
141,30329
142,30379
143,30402
144,30505
