,CID
0,3788
1,3795
2,3798
3,3800
4,3801
5,3802
6,4084
7,4085
8,4088
9,4089
10,4090
11,4091
12,4093
13,4094
14,4095
15,4727
16,4795
17,4796
18,4798
19,4800
20,4801
21,4802
22,4803
23,4816
24,4817
25,7886
26,9527
27,9528
28,9529
29,9530
30,9535
31,9541
32,10323
33,10324
34,10371
35,10372
36,11506
37,11507
38,11606
39,11607
40,11608
41,11610
42,16162
43,16164
44,16165
45,16166
46,17467
47,17468
48,17469
49,17470
50,18684
51,23096
52,24249
53,24251
54,25364
55,25417
56,25418
57,25419
58,25420
59,25421
60,25422
61,31445
62,31446
63,31447
64,31448
65,31449
66,31450
67,31451
68,32429
69,32430
70,32431
71,32432
72,32433
73,32531
74,32532
75,32533
76,32671
77,32672
78,32784
79,37734
80,37735
81,37742
82,38919
83,38920
84,38921
85,38922
86,38923
87,38924
88,38925
89,38926
90,38927
91,38928
92,38929
93,38930
94,38931
95,38933
96,38934
97,39146
98,39147
99,39148
100,39149
101,40078
102,40079
103,40080
104,40103
105,40652
106,45017
107,45018
108,45019
109,45021
110,47619
111,47687
112,52429
113,53374
114,53375
115,53376
116,53377
117,53378
118,53379
119,53380
120,54637
121,58781
122,58784
123,58785
124,58786
125,58796
126,58797
127,61029
128,61053
129,61054
130,61055
131,61571
