,CID
0,12817
1,12935
2,12937
3,12938
4,13100
5,13101
6,13102
7,13103
8,13104
9,13105
10,13106
11,13107
12,13108
13,13109
14,13110
15,13111
16,13112
17,13113
18,13114
19,13115
20,13116
21,13117
22,13216
23,13308
24,13309
25,13310
26,13311
27,13312
28,13313
29,13314
30,13315
31,15719
32,15720
33,20233
34,20234
35,20235
36,20236
37,20237
38,20238
39,20239
40,20360
41,20361
42,20362
43,20363
44,20364
45,20365
46,20366
47,20367
48,20368
49,20369
50,20400
51,20522
52,20603
53,26872
54,26874
55,27053
56,27054
57,27057
58,27058
59,27059
60,27060
61,27061
62,27062
63,27063
64,27065
65,27066
66,27067
67,27068
68,27069
69,27070
70,27071
71,27072
72,27073
73,27244
74,27245
75,27246
76,27247
77,27248
78,27249
79,27250
80,27251
81,27252
82,27253
83,33896
84,33897
85,33898
86,33899
87,33900
88,34337
89,34371
90,34492
91,34493
92,34494
93,34495
94,34496
95,34497
96,41164
97,41165
98,41166
99,41167
100,41488
101,41490
102,41558
103,41691
104,41692
105,41693
106,41694
107,41695
108,41696
109,41957
110,49072
111,49231
112,49233
113,49234
114,49243
115,49244
116,49255
117,49256
118,49382
119,49383
120,49384
121,49605
122,49606
123,55760
124,55761
125,55762
126,55763
127,55764
128,55765
129,55979
130,56146
131,56150
132,56157
133,56329
134,56492
135,62027
136,62417
137,62418
138,62419
139,62420
140,62421
141,62422
142,62423
143,62424
144,62425
145,62426
146,62427
147,62428
148,62429
149,62430
150,62431
151,62432
152,62433
153,62434
154,62435
155,62436
156,62437
157,62438
158,62439
159,62628
160,62664
