,customer,weight,round,length
0,"[113, 126, 125, 106, 107, 116, 90, 137, 136]","[1, 1, 1, 1, 1, 1, 7, 1, 1]",0,2210.853238156
1,"[54, 84, 59, 72, 73, 74, 152, 88, 45, 44, 112]","[2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1]",0,1910.4127896615003
2,"[104, 103, 102, 28, 101, 29, 38, 191, 63, 64, 65, 111]","[1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1]",0,2314.3219597989
3,"[43, 105, 42, 17, 202, 143, 192, 50, 51]","[1, 1, 1, 1, 6, 1, 1, 2, 1]",0,2181.55442383
4,"[110, 109, 129, 39, 98, 26, 27, 179, 40, 41, 80, 132, 32, 162, 183]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,3300.277226928
5,"[144, 160, 168, 169, 193, 200, 11, 204]","[1, 1, 1, 1, 1, 6, 1, 3]",1,5211.263470936
6,"[189, 23, 167, 25, 46, 177, 197, 163, 161, 195, 166, 196, 47, 95]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,5326.034807846
7,"[20, 188, 187, 186, 185, 33, 139, 141, 164, 201, 203]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1]",1,4115.710986823
8,[],[],1,0.0
9,[],[],1,0.0
