,customer,weight,round,length
0,"[65, 3, 176, 97, 119, 67, 118, 117, 68, 120, 105]","[3, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0,3901.281223678
1,"[129, 19, 18, 113, 138, 17, 144, 181, 139, 2, 1, 0]","[1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0,3279.3333733799
2,"[142, 182, 141, 145, 183, 115, 114, 146, 175, 59]","[1, 2, 1, 2, 1, 1, 1, 2, 2, 2]",1,4228.603801983
3,"[192, 191, 110, 109, 58, 108, 124, 123, 125, 98]","[2, 3, 1, 1, 3, 1, 1, 1, 1, 1]",1,4441.143687103699
4,"[187, 186, 16, 13, 78, 6, 133, 107, 54, 101, 100]","[1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1]",2,24716.239297584998
5,"[171, 38, 131, 169, 10, 168, 11, 12, 115, 14, 52]","[1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 2]",2,16148.026568474997
6,"[134, 46, 188, 91, 90, 92, 89, 174]","[3, 1, 2, 1, 2, 2, 1, 3]",3,23673.2719012378
7,"[55, 23, 28, 27, 72, 151, 150, 51, 50]","[2, 1, 2, 2, 1, 2, 1, 2, 2]",3,13508.586147403
8,"[185, 92, 164, 157, 61, 60, 189, 121, 76, 152]","[2, 1, 1, 1, 1, 1, 2, 2, 3, 1]",4,26527.392075025004
9,"[49, 86, 79, 148, 147, 155, 154, 87, 153, 102, 80, 103]","[3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",4,13224.455558364001
10,[],[],5,0.0
11,"[163, 71, 160, 111, 37, 149, 122, 84]","[2, 2, 1, 2, 1, 1, 2, 1]",5,16914.148016075
