,CID
0,2223
1,6420
2,6421
3,9694
4,9695
5,9696
6,9697
7,9698
8,9699
9,9700
10,9701
11,9702
12,9814
13,9836
14,9837
15,9839
16,9843
17,9844
18,9845
19,9846
20,11324
21,16539
22,16556
23,16557
24,16558
25,16559
26,16560
27,23336
28,23337
29,23338
30,23339
31,23340
32,23341
33,23344
34,23345
35,23346
36,23351
37,23352
38,23353
39,23354
40,23355
41,23356
42,26076
43,26150
44,30075
45,30081
46,30082
47,30083
48,30084
49,30085
50,30096
51,30097
52,30098
53,30099
54,30100
55,30101
56,30102
57,30103
58,30105
59,30295
60,30296
61,30297
62,30298
63,30299
64,30300
65,30301
66,30302
67,30400
68,30401
69,30431
70,30432
71,30443
72,30444
73,30445
74,30447
75,30448
76,37292
77,37293
78,37294
79,37295
80,37296
81,37297
82,37298
83,38067
84,38068
85,38069
86,38073
87,38074
88,38075
89,38076
90,38077
91,38082
92,40624
93,44286
94,44288
95,44289
96,44290
97,44291
98,45368
99,45371
100,45372
101,45373
102,45374
103,45375
104,48089
105,48372
106,51773
107,51776
108,52792
109,52794
110,52795
111,52797
112,52798
113,52799
114,55249
115,58613
116,58614
117,58615
118,59237
119,59238
120,59239
121,59240
122,61378
123,61390
124,61391
125,61392
126,61393
127,61558
128,61559
