,customer,weight,round,length
0,"[164, 71, 160, 157, 163, 6, 11, 168, 169, 131, 12]","[1, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1]",0,17311.15721985
1,"[171, 38, 10, 111, 37, 46, 188, 134, 107, 133]","[1, 1, 1, 2, 1, 1, 2, 3, 2, 1]",1,18040.880566083
2,"[27, 28, 189, 61, 76, 121, 55, 54]","[2, 2, 2, 1, 3, 2, 2, 1]",2,12753.251387011998
3,"[60, 23, 101, 100, 72, 150, 151, 152, 103, 51, 50]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2]",3,14306.607224027799
4,"[80, 102, 153, 87, 154, 155, 149, 147, 148, 79, 86, 49]","[1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3]",4,13431.8571017594
5,"[3, 176, 97, 118, 119, 67, 117, 68, 105, 120, 84, 122]","[2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2]",5,16631.855198253
6,"[65, 2, 1, 139, 181, 17, 144, 59, 192, 98, 129]","[3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1]",6,4398.3963881211
7,"[125, 123, 58, 175, 142, 146, 138, 113, 0, 19]","[1, 1, 3, 2, 1, 2, 1, 2, 1, 1]",7,4334.4109423158
8,"[18, 141, 145, 183, 182, 191, 110, 109, 124]","[3, 1, 2, 1, 2, 3, 1, 1, 1]",8,4604.806279197701
9,"[52, 114, 115, 108, 16, 187, 186, 89, 91, 13, 78]","[2, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1]",9,19081.248589065803
10,"[174, 92, 185, 90, 14]","[3, 3, 2, 2, 2]",10,15918.560634174599
