,customer,weight,round,length
0,"[12, 11, 10, 48, 49, 39, 50, 33, 55, 56, 58, 59, 74]","[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",0,1850.0545106522
1,"[9, 13, 52, 57, 40, 37, 38]","[1, 1, 1, 2, 6, 3, 1]",0,4283.0386658345005
2,"[60, 61, 47, 46, 88, 90, 89, 78, 79, 80]","[3, 1, 1, 1, 2, 1, 1, 2, 2, 1]",0,2021.4329737606
3,"[26, 66, 63, 64, 65, 29, 28]","[1, 3, 1, 4, 2, 3, 1]",0,3772.118059968
4,"[31, 30, 0, 42, 2, 4, 43, 87, 44, 17, 18, 83, 20, 82]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0,4909.659105833201
5,"[51, 91, 96, 86, 85, 89]","[1, 2, 1, 2, 2, 1]",1,2508.672874996
6,[],[],1,0.0
7,[],[],1,0.0
8,[],[],1,0.0
9,"[23, 69, 84, 72, 71, 67, 70, 35, 21, 24]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",1,4804.090812724001
