,BID
0,35583
1,35716
2,35776
3,35777
4,35815
5,35826
6,35829
7,35918
8,35924
9,35933
10,35934
11,35997
12,36002
13,36027
14,36028
15,36029
16,36045
17,36058
18,36069
19,36092
20,36093
21,36094
22,36103
23,36113
24,36122
25,36124
26,36134
27,36150
28,36153
29,36155
30,36161
31,36174
32,36188
33,36193
34,36200
35,36207
36,36212
37,36217
38,36225
39,36233
40,36263
41,36270
42,36279
43,36284
44,36291
45,36304
46,36310
47,36315
48,36324
49,36327
50,36328
51,36333
52,36337
53,36338
54,36352
55,36357
56,36370
57,36384
58,36390
59,36396
60,36401
61,36423
62,36427
63,36431
64,36440
65,36448
66,36452
67,36455
68,36470
69,36476
70,36489
71,36490
72,36491
73,36503
74,36504
75,36510
76,36516
77,36517
78,36519
79,36521
80,36556
81,36558
82,36565
83,36574
84,36579
85,36591
86,36595
87,36598
88,36612
89,36623
90,36637
91,36639
92,36644
93,36650
94,36667
95,36673
96,36704
97,36714
98,36754
99,36839
