,CID
0,2977
1,2978
2,2979
3,3105
4,3106
5,3107
6,5228
7,5229
8,9386
9,9387
10,9388
11,9392
12,9393
13,9394
14,9395
15,9396
16,9398
17,9481
18,9648
19,9649
20,9665
21,16104
22,16105
23,16106
24,16107
25,16108
26,16109
27,16110
28,16112
29,16261
30,23059
31,23060
32,23078
33,23164
34,23165
35,23167
36,23169
37,30127
38,30128
39,30129
40,30130
41,30274
42,32835
43,37805
44,37807
45,37808
46,37809
47,37810
48,37811
49,37812
50,37813
51,37814
52,44983
53,44984
54,44985
55,44986
56,44987
57,44989
58,45153
59,45155
60,45156
61,45157
62,52365
63,52366
64,52367
65,52368
66,52369
67,52370
68,52371
69,52372
70,52373
71,52374
72,52375
73,52382
74,52383
75,52384
76,52385
77,52386
78,52391
79,52392
80,52487
81,52488
82,52489
83,52490
84,52491
85,58945
86,58946
87,58947
88,58950
89,58951
90,58952
91,58953
92,58954
93,58973
94,58974
95,58975
96,58976
97,59083
98,59086
99,59087
