,customer,weight,round,length
0,"[15, 45, 46, 52, 47, 43, 25, 55, 16, 13, 21, 4, 5, 14]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0,5888.4737526601
1,"[41, 44, 51, 9, 2, 20, 18, 27, 17, 3, 54]","[1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2]",1,5162.506266595
2,"[6, 11, 19, 10, 27, 34]","[10, 1, 1, 1, 1, 1]",2,4303.5161995789995
3,[6],[15],3,221.10299396
4,[6],[15],4,221.10299396
5,"[6, 0]","[7, 8]",5,857.1506604880001
6,[0],[15],6,636.047666528
7,"[0, 24]","[2, 13]",7,2071.7411772180003
8,"[24, 42]","[14, 1]",8,2525.674610817
9,"[42, 23, 7]","[2, 11, 2]",9,3681.81625114
10,[23],[12],10,3595.16342082
