,customer,weight,round,length
0,"[219, 20, 53, 19, 54, 192, 204, 205, 30, 189, 190, 29, 169]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1]",0,3208.1279438170004
1,"[87, 172, 58, 144, 26, 28, 25]","[5, 1, 1, 3, 1, 2, 2]",0,2977.5318596479997
2,"[8, 130, 131, 128, 18, 126, 88, 216, 129, 158, 118, 117]","[1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1]",0,4339.895670694001
3,"[184, 138, 140, 122, 24, 123, 218, 185]","[2, 2, 2, 1, 2, 1, 2, 3]",0,5109.990410614
4,"[173, 217, 233, 51, 239, 183, 83, 230, 213, 229, 7]","[1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2]",0,6133.791695461
5,"[6, 4, 237, 162, 161, 163, 215, 159, 206]","[1, 1, 2, 1, 1, 2, 4, 1, 1]",1,5245.91189185
6,"[148, 147, 111, 110, 65, 38, 70, 210, 154, 155, 165, 241]","[1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1]",1,5092.895830185001
7,"[89, 90, 91, 109, 197, 196, 75, 208, 86, 222, 221, 92, 97]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",1,5412.853961427001
8,"[95, 94, 93, 44, 243, 242, 246, 23, 181, 182]","[1, 2, 1, 1, 1, 1, 1, 1, 3, 2]",1,3111.9759225360003
9,"[63, 248, 10, 11, 203, 202, 114, 57, 72, 250, 115, 37, 253, 152, 149]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,8140.671928777
