1583 
40 13 
6 43 7 
32 
41 
39 30 
46 47 
26 27 
20 35 3 
46 49 38 11 
1 28 
31 48 
22 1 
4 
9 34 21 16 
12 44 
18 
2 36 
12 37 
12 33 
27 8 
6 23 24 
45 15 46 
50 34 30 
17 42 19 47 
10 5 
2 29 11 
14 
25 6 
