,customer,weight,round,length
0,"[52, 0, 71, 72, 73, 76, 74, 90, 70, 10, 111, 110]","[1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2]",0,7479.360889263802
1,"[107, 39, 11, 12, 38, 113, 23, 114, 15, 34, 33, 134, 32, 49]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0,9004.040204149998
2,"[131, 129, 128, 2, 1, 36, 35, 61, 136, 87, 22, 88, 62, 89, 86]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,7346.5537079038995
3,"[69, 8, 51, 109, 112, 98]","[6, 3, 2, 2, 1, 1]",1,6648.799713644001
4,"[81, 78, 47, 97, 17, 20, 80, 19, 59, 21, 60, 24, 25]","[1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",1,7533.758930001999
5,[69],[15],1,635.910661568
6,[98],[15],2,861.891667206
7,"[44, 123, 92]","[11, 2, 2]",2,5582.2901914819995
8,"[98, 44]","[5, 10]",2,2178.501876455
9,[],[],3,0.0
10,"[122, 66, 95, 65, 93, 115, 96, 120, 28]","[2, 2, 1, 1, 2, 1, 2, 1, 2]",3,7408.899752296999
11,[],[],3,0.0
