,CID
0,1500
1,1508
2,1510
3,1916
4,1917
5,1918
6,1919
7,1922
8,1923
9,1924
10,1925
11,1927
12,1928
13,1929
14,1932
15,1936
16,1937
17,1939
18,1963
19,1964
20,1965
21,1966
22,1967
23,1968
24,1969
25,1978
26,1979
27,1980
28,1986
29,2013
30,2014
31,2015
32,2016
33,2018
34,2019
35,2127
36,2128
37,2129
38,2130
39,2162
40,2163
41,2164
42,2166
43,2167
44,2168
45,2169
46,2173
47,2174
48,2225
49,2226
50,2227
51,2228
52,2229
53,2230
54,2231
55,2232
56,2233
57,2241
58,2242
59,2243
60,2244
61,2245
62,2246
63,2247
64,2248
65,2249
66,2250
67,2252
68,2254
69,2255
70,2256
71,2257
72,3419
73,3420
74,3421
75,3422
76,3601
77,3602
78,3603
79,3604
80,3606
81,3607
82,3608
83,3609
84,3610
85,3611
86,3612
87,3613
88,3614
89,3615
90,3616
91,3634
92,3635
93,3701
94,3702
95,3703
96,3707
97,3877
98,3920
99,3921
100,3922
101,3940
102,3941
103,3942
104,3943
105,3944
106,3945
107,3946
108,3948
109,3949
110,3950
111,3951
112,3952
113,3953
114,3954
115,3955
116,3957
117,4044
118,4045
119,4048
120,4050
121,8059
122,8060
123,8061
124,8062
125,8063
126,8064
127,8065
128,8066
129,10078
130,10079
131,10080
132,10081
133,10082
134,10083
135,16793
136,16794
137,16795
138,17502
139,17503
140,17504
141,17505
142,17506
143,17507
144,17519
145,17521
146,23789
147,23790
148,23791
149,23792
150,23793
151,23968
152,23969
153,24268
154,24270
155,24271
156,24272
157,24282
158,24283
159,24285
160,24287
161,30787
162,30977
163,31688
164,31691
165,45943
166,46161
167,46602
168,46608
169,46609
170,53164
171,53165
172,53166
173,53167
174,53168
175,53169
176,53171
177,53173
178,53174
179,53175
180,53176
181,53177
182,53178
183,53179
184,53351
185,53633
186,53634
187,53635
188,53636
189,53637
190,53639
191,53640
192,53641
193,53644
194,59146
195,59534
196,59662
197,59663
198,60029
199,60030
200,60031
201,60034
202,60035
203,60036
204,60893
