,CID
0,2135
1,2138
2,2147
3,10215
4,10216
5,10220
6,10221
7,10289
8,10291
9,10292
10,10293
11,10851
12,10852
13,10976
14,10977
15,10978
16,10979
17,10980
18,11552
19,17849
20,17850
21,17851
22,17852
23,17853
24,17856
25,17857
26,17986
27,17987
28,17988
29,19637
30,23931
31,23932
32,23933
33,23934
34,23935
35,23936
36,23937
37,23938
38,24499
39,24500
40,24501
41,24502
42,24503
43,24504
44,24511
45,24515
46,24523
47,24548
48,24550
49,24551
50,25488
51,26029
52,30420
53,30421
54,30422
55,30423
56,30424
57,30425
58,30427
59,30428
60,30429
61,30430
62,30996
63,30997
64,30998
65,30999
66,31000
67,31485
68,31486
69,31487
70,31969
71,31970
72,31971
73,31990
74,31991
75,31992
76,32146
77,33663
78,38632
79,38633
80,38635
81,38636
82,38664
83,38665
84,38666
85,38667
86,38668
87,39464
88,39465
89,39466
90,39467
91,39481
92,39482
93,39563
94,39564
95,39565
96,46098
97,46099
98,46168
99,46296
100,46297
101,46298
102,46938
103,46939
104,46940
105,46941
106,46942
107,46943
108,47049
109,47050
110,47051
111,47052
112,47053
113,47054
114,47055
115,48244
116,48245
117,48644
118,53302
119,53303
120,53304
121,53305
122,53306
123,53307
124,53309
125,53310
126,53311
127,53312
128,53313
129,53314
130,53315
131,53316
132,53861
133,53862
134,53863
135,53864
136,53865
137,53866
138,53867
139,53895
140,53896
141,53897
142,53899
143,53900
144,53901
145,53902
146,53903
147,53904
148,54039
149,54040
150,59230
151,59630
152,59631
153,59635
154,59636
155,60331
156,60359
157,60360
158,60361
159,60363
160,60364
161,60521
