,customer,weight,round,length
0,"[19, 76, 251, 10, 243, 62, 110, 79, 121, 75]","[1, 1, 2, 1, 2, 1, 2, 1, 3, 1]",0,3729.8326056690003
1,"[181, 28, 214, 279, 49, 281, 99, 13, 63]","[3, 1, 1, 3, 2, 1, 1, 1, 2]",0,5932.1921268959995
2,"[138, 137, 125, 126, 122, 46, 149, 231, 230]","[1, 1, 1, 3, 3, 1, 3, 1, 1]",0,4260.5983728109995
3,"[258, 166, 144, 200, 163, 142, 174, 141, 61, 235, 234, 257, 229, 227]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0,4682.835830028999
4,"[88, 209, 77, 226, 232, 132, 38, 157, 92]","[1, 2, 2, 1, 2, 2, 1, 2, 2]",1,2835.4120315800005
5,"[33, 259, 31, 170, 169, 207, 208, 71, 152, 153, 260, 237, 236]","[1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2]",1,4508.142891425
6,"[27, 23, 178, 131, 84, 255, 55, 254, 253, 4, 91]","[1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 2]",1,3945.114948115999
7,"[144, 146, 145, 275, 196, 274, 57, 197, 198, 148, 147]","[1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1]",1,5530.736404054298
8,"[150, 250, 211, 213, 212, 50, 203, 168, 264, 190, 29, 263]","[1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1]",2,4035.1452625847005
9,"[217, 159, 271, 177, 176, 240, 202, 241, 242, 160]","[1, 1, 1, 1, 1, 1, 1, 2, 4, 2]",2,3920.6698809540007
10,"[172, 169, 266, 182, 216, 133, 70, 69, 238]","[1, 1, 2, 3, 2, 1, 3, 1, 1]",2,5388.537699313
11,"[81, 85, 113, 129, 112, 185, 18, 66, 22, 187, 188, 222]","[1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1]",2,3500.1287426849995
12,[],[],3,0.0
13,[],[],3,0.0
14,[],[],3,0.0
15,"[171, 219, 218, 221]","[6, 1, 1, 1]",3,4273.292721150001
