,BID
0,5477
1,6002
2,6031
3,6067
4,6070
5,6117
6,6140
7,6170
8,6186
9,6189
10,6242
11,6257
12,6309
13,6329
14,6373
15,6408
16,6447
17,6484
18,6494
19,6495
20,6499
21,6501
22,6525
23,6528
24,6541
25,6554
26,6561
27,6573
28,6582
29,6583
30,6588
31,6590
32,6592
33,6666
34,6711
35,6725
36,6727
37,6762
38,6774
39,6797
40,6804
41,6805
42,6819
43,6828
44,6832
45,6833
46,6834
47,6862
48,6875
49,6902
50,6907
51,6944
52,6961
53,6991
54,6994
55,7007
56,7014
57,7015
58,7019
59,7020
60,7021
61,7022
62,7024
63,7030
64,7035
65,7043
66,7051
67,7091
68,7100
69,7129
70,7154
71,7188
72,7190
73,7249
74,7309
75,7318
76,7327
77,7374
78,7398
79,7460
80,7488
81,7498
82,7605
83,7701
84,7770
85,7771
86,7838
87,7865
88,7902
89,7920
90,7928
91,7945
92,7970
93,7988
94,7989
95,7994
96,7997
97,8006
98,8048
99,8051
100,8061
101,8062
102,8068
103,8096
104,8102
105,8138
106,8143
107,8149
108,8156
109,8159
110,8170
111,8179
112,8187
113,8194
114,8220
115,8239
116,8273
117,8278
118,8292
119,8314
120,8325
121,8330
122,8362
123,8363
124,8393
125,8401
126,8420
127,8434
128,8450
129,8467
130,8470
131,8508
132,8518
133,8519
134,8539
135,8540
136,8574
137,8590
138,8601
139,8610
140,8620
141,8660
142,8661
143,8665
144,8700
145,8729
146,8745
147,8747
148,8760
149,8811
150,8816
151,8836
152,8844
153,8861
154,8876
155,8885
156,8894
157,8916
158,8963
159,9014
160,9020
161,9035
162,9048
163,9067
164,9138
165,9166
166,9180
167,9192
168,9205
169,9235
170,9242
171,9253
172,9256
173,9265
174,9280
175,9287
176,9291
177,9300
178,9315
179,9320
180,9323
181,9335
182,9362
183,9378
184,9389
185,9424
186,9434
187,9437
188,9459
189,9474
190,9498
191,9600
