,CID
0,293
1,3568
2,3569
3,3570
4,14925
5,14974
6,14976
7,14977
8,14978
9,14979
10,15236
11,15237
12,15263
13,15374
14,15376
15,15381
16,15383
17,15390
18,15391
19,15392
20,15397
21,15416
22,15417
23,15550
24,15551
25,15552
26,15553
27,22164
28,22165
29,22216
30,22313
31,22315
32,22436
33,28764
34,28805
35,28806
36,28807
37,29020
38,29021
39,29022
40,29023
41,29024
42,29025
43,29026
44,29214
45,29215
46,29217
47,36726
48,36727
49,36728
50,36729
51,36730
52,36731
53,36732
54,36828
55,37072
56,37073
57,37104
58,43218
59,43219
60,43220
61,43221
62,43222
63,43247
64,43249
65,43253
66,43827
67,43828
68,43926
69,43928
70,44066
71,50961
72,51184
73,51207
74,51557
75,51558
76,51559
77,51588
78,53143
79,53145
80,53163
81,57676
82,57677
83,57680
84,57681
85,57682
86,57683
87,57684
88,57685
89,57686
90,57687
91,57688
92,57689
93,57895
94,58025
95,58032
96,58035
97,58036
98,58037
99,58038
100,58170
101,58175
102,63991
103,63992
104,63993
105,63994
106,63995
107,63996
108,64017
109,64018
110,64019
111,64020
112,64395
113,64396
114,64426
115,64427
116,64428
117,64429
118,64547
119,64549
120,64550
121,64657
122,64658
123,64659
124,64660
125,64661
126,64735
