,customer,weight,round,length
0,[8],[15],0,95.4308626804
1,[11],[15],0,179.658640815
2,[8],[15],0,95.4308626804
3,"[11, 8]","[6, 9]",0,275.0895034957
4,[11],[15],1,179.658640815
5,[11],[15],1,179.658640815
6,[11],[15],1,179.658640815
7,[11],[15],1,179.658640815
8,[11],[15],2,179.658640815
9,[11],[15],2,179.658640815
10,[11],[15],2,179.658640815
11,[11],[15],2,179.658640815
12,[11],[15],3,179.658640815
13,[11],[15],3,179.658640815
14,[11],[15],3,179.658640815
15,[11],[15],3,179.658640815
16,[11],[15],4,179.658640815
17,"[11, 13, 70, 71, 73, 111, 72, 7]","[5, 1, 1, 1, 2, 3, 1, 1]",4,1563.9234562795
18,[11],[15],4,179.658640815
19,"[44, 43, 35, 0, 79, 108, 97, 16, 69, 19, 39]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5]",4,4855.88434441
20,[],[],5,0.0
21,"[77, 84, 100, 76, 29, 30, 110, 15, 40, 39]","[1, 1, 1, 1, 2, 1, 3, 1, 2, 2]",5,4964.687045246699
22,"[65, 24, 25, 23, 38, 92, 61, 55, 56]","[3, 1, 2, 2, 2, 1, 1, 1, 1]",5,6168.402321342
23,"[67, 47, 22, 81, 78, 53, 45, 116, 46, 113]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,5143.883947262
