,CID
0,80
1,93
2,94
3,13579
4,13580
5,13581
6,13582
7,13583
8,13590
9,13591
10,13592
11,14296
12,14490
13,20645
14,20646
15,20648
16,20651
17,20652
18,20653
19,20654
20,20655
21,20682
22,21352
23,21353
24,21381
25,27548
26,27549
27,27550
28,27551
29,27552
30,27553
31,27554
32,28281
33,34973
34,34974
35,34975
36,34980
37,34981
38,34982
39,35823
40,41983
41,41984
42,41985
43,41986
44,42014
45,42464
46,49629
47,49630
48,49631
49,49664
50,50451
51,56624
52,56656
53,62885
54,62886
55,62887
56,62888
57,62889
58,62890
59,62891
60,62892
61,62893
62,62908
63,62909
64,62912
65,63446
66,63447
67,63448
68,63701
69,63727
70,63728
