,CID
0,5701
1,5702
2,6419
3,6434
4,6435
5,10701
6,10702
7,10703
8,10704
9,10705
10,10801
11,10802
12,10803
13,10804
14,10876
15,10878
16,10879
17,10882
18,10883
19,10884
20,10885
21,10886
22,17911
23,17912
24,17913
25,17916
26,17917
27,18771
28,18773
29,24617
30,24618
31,24619
32,24622
33,24623
34,24624
35,25951
36,31960
37,31962
38,31963
39,39511
40,39512
41,39513
42,41065
43,46886
44,46887
45,46888
46,46889
47,46890
48,47006
49,47007
50,53838
51,53839
52,53840
53,53841
54,53842
55,53843
56,61946
