,CID
0,6931
1,6932
2,6933
3,6934
4,6936
5,6937
6,6938
7,6939
8,6940
9,6959
10,6960
11,6961
12,6963
13,6964
14,7148
15,7166
16,7167
17,7168
18,7169
19,7170
20,7177
21,7599
22,7600
23,7601
24,7602
25,7839
26,7841
27,7842
28,7843
29,7844
30,7845
31,8464
32,8465
33,8600
34,8601
35,8602
36,8603
37,8604
38,8605
39,8606
40,8607
41,9148
42,9722
43,9993
44,9994
45,9995
46,9996
47,9997
48,10007
49,10008
50,10013
51,10014
52,15820
53,15821
54,15822
55,15823
56,15824
57,15963
58,15964
59,15965
60,15966
61,15967
62,15968
63,15990
64,16322
65,16323
66,16324
67,16325
68,16326
69,16327
70,16328
71,16329
72,16330
73,16331
74,16910
75,16911
76,16912
77,16913
78,16914
79,16916
80,16917
81,16918
82,16919
83,16920
84,16921
85,16922
86,16923
87,16927
88,16928
89,22755
90,22762
91,22763
92,22766
93,22768
94,22769
95,22772
96,22773
97,22775
98,22776
99,22777
100,22778
101,22916
102,22917
103,23207
104,23208
105,23209
106,23602
107,23603
108,23608
109,25249
110,29824
111,29825
112,29826
113,29913
114,29914
115,29915
116,29920
117,29921
118,29922
119,29924
120,29926
121,29927
122,29928
123,29929
124,30313
125,30314
126,30315
127,30316
128,30317
129,30618
130,30623
131,30624
132,30625
133,30626
134,30636
135,30637
136,30638
137,30639
138,30640
139,30642
140,30643
141,30644
142,30645
143,30655
144,30656
145,30657
146,30658
147,30659
148,30660
149,30661
150,30662
151,30663
152,30664
153,30665
154,30666
155,32425
156,37411
157,37412
158,37413
159,37414
160,37415
161,37525
162,37526
163,37527
164,37528
165,37529
166,37530
167,37540
168,37541
169,37542
170,37543
171,37871
172,37872
173,37876
174,37877
175,38354
176,38355
177,38356
178,38357
179,38358
180,38359
181,38369
182,44534
183,44535
184,44536
185,44537
186,44539
187,44542
188,44543
189,44544
190,44545
191,44547
192,44548
193,44549
194,44550
195,44551
196,44552
197,44553
198,45264
199,45265
200,45266
201,45712
202,45713
203,45714
204,45715
205,45716
206,45717
207,45718
208,45719
209,45720
210,45721
211,45722
212,45723
213,45724
214,45725
215,45726
216,45727
217,45728
218,45729
219,45730
220,45731
221,45732
222,45733
223,45734
224,45739
225,45740
226,45741
227,45742
228,45743
229,45744
230,51976
231,51977
232,51978
233,52990
234,52991
235,52992
236,52998
237,52999
238,53000
239,53001
240,53004
241,53006
242,53008
243,53018
244,53019
245,53472
246,58816
247,58817
248,58818
249,58819
250,58820
251,59122
252,59412
253,59419
254,59421
255,59422
256,59423
257,59424
258,59425
259,59426
260,59427
261,59428
262,59429
263,59430
264,59431
265,59455
266,59802
