,BID
0,21856
1,21970
2,21985
3,22011
4,22052
5,22063
6,22095
7,22148
8,22166
9,22212
10,22239
11,22256
12,22275
13,22301
14,22320
15,22342
16,22353
17,22402
18,22410
19,22415
20,22434
21,22450
22,22452
23,22461
24,22465
25,22520
26,22529
27,22539
28,22540
29,22548
30,22550
31,22551
32,22553
33,22556
34,22563
35,22564
36,22566
37,22568
38,22579
39,22609
40,22622
41,22647
42,22674
43,22683
44,22691
45,22699
46,22712
47,22748
48,22767
49,22826
50,22843
51,22852
52,22885
53,22934
54,22958
55,22966
56,22983
57,22995
58,22996
59,23019
60,23039
61,23045
62,23077
63,23106
64,23127
65,23140
66,23158
67,23172
68,23190
69,23248
70,23268
71,23270
72,23284
73,23314
74,23317
75,23324
76,23333
77,23339
78,23355
79,23357
80,23362
81,23364
82,23392
83,23400
84,23425
85,23426
86,23435
87,23440
88,23455
89,23473
90,23478
91,23479
92,23482
93,23483
94,23488
95,23489
96,23490
97,23494
98,23496
99,23498
100,23516
101,23519
102,23525
103,23527
104,23547
105,23556
106,23557
107,23558
108,23574
109,23579
110,23585
111,23597
112,23598
113,23620
114,23623
115,23626
116,23641
117,23674
118,23682
119,23694
120,23703
121,23704
122,23707
123,23714
124,23716
125,23723
126,23724
127,23730
128,23733
129,23737
130,23753
131,23755
132,23757
133,23788
134,23801
135,23802
136,23808
137,23821
138,23826
139,23857
140,23877
141,23879
142,23883
143,23889
144,23890
145,23910
146,23921
147,23924
148,23947
149,23956
150,23977
151,23978
152,23980
153,23981
154,23984
155,23989
156,23999
157,24034
158,24038
159,24055
160,24058
161,24059
162,24064
163,24087
164,24101
165,24105
166,24127
167,24134
168,24174
169,24175
170,24184
171,24188
172,24194
173,24199
174,24207
175,24210
176,24220
177,24228
178,24232
179,24239
180,24256
181,24285
182,24294
183,24301
184,24304
185,24326
186,24336
187,24361
188,24362
189,24387
190,24391
191,24392
192,24405
193,24420
194,24460
195,24467
196,24476
197,24484
198,24490
199,24509
200,24516
201,24519
202,24528
203,24529
204,24537
205,24558
206,24588
207,24591
208,24594
209,24628
210,24638
211,24646
212,24649
213,24650
214,24675
215,24698
216,24719
217,24723
218,24802
219,24808
220,24822
221,24829
222,24846
223,24874
224,25018
225,25037
