,CID
0,3814
1,3815
2,11335
3,11388
4,11389
5,11390
6,11391
7,11392
8,11393
9,11394
10,11395
11,11396
12,11888
13,11889
14,11890
15,11891
16,11892
17,12329
18,12475
19,16613
20,16614
21,16615
22,16616
23,16617
24,16618
25,16619
26,16620
27,16621
28,16622
29,16623
30,16624
31,16626
32,16627
33,16628
34,16629
35,16630
36,16631
37,16632
38,16633
39,16634
40,16635
41,16636
42,18354
43,18413
44,18414
45,18415
46,18416
47,18417
48,18418
49,18419
50,18420
51,18421
52,18680
53,18681
54,18682
55,18683
56,18961
57,18962
58,19391
59,19606
60,24980
61,24981
62,24982
63,24983
64,24984
65,24985
66,24986
67,24987
68,25223
69,25224
70,25225
71,25226
72,25227
73,25228
74,25229
75,25230
76,25231
77,25232
78,25233
79,25298
80,25299
81,25300
82,25301
83,25374
84,25375
85,25376
86,25495
87,25837
88,25838
89,25839
90,25840
91,25841
92,25842
93,25843
94,25844
95,25845
96,25846
97,31617
98,31629
99,31632
100,32257
101,32407
102,32408
103,32409
104,32410
105,32411
106,32412
107,32413
108,32414
109,32415
110,32416
111,32543
112,32544
113,32545
114,32546
115,32547
116,32554
117,32939
118,32940
119,32941
120,33588
121,39677
122,39887
123,39970
124,39971
125,39972
126,40357
127,40358
128,40359
129,40360
130,40361
131,40362
132,40363
133,40364
134,40365
135,40366
136,40367
137,40557
138,40558
139,40902
140,40903
141,47525
142,47527
143,47528
144,47529
145,47530
146,47556
147,48367
148,48368
149,54447
150,54448
151,54449
152,54450
153,54451
154,54452
155,54453
156,54558
157,54559
158,54560
159,54672
160,54920
161,55285
162,55347
163,55348
164,58913
165,58914
166,58915
167,58916
168,58917
169,58918
170,58919
171,58920
172,60820
173,60821
174,60842
175,60843
176,60924
177,61329
178,61476
179,61648
